75101,Calling in Experts to Fix Microsoft if It's Broken,1,admin,919123200,16,2,1999,1345021499,1345029196,No,Yes,New York Times,tbres,,,,,,,,,http://www.nytimes.com/1999/02/16/business/calling-in-experts-to-fix-microsoft-if-it-s-broken.html,,
74001,Getting 401(k) Investing Advice Online,1,admin,920937600,9,3,1999,1345021344,1345029274,No,Yes,San Francisco Chronicle,wfsharpe,,,,,,,,,http://www.sfchronicle.com/business/article/Getting-401-k-Investing-Advice-Online-A-couple-2942911.php,,
43086,Getting Stakeholder Alignment,88,keating1,920937600,9,3,1999,1343077350,1343173649,Yes,Yes,Council on Foreign Relations,stefzen,Economics,,"Global, Social Entrepreneurship","Health Care, Hospitals, Pharmaceuticals",,"Africa, Tanzania",,,http://blogs.cfr.org/development-channel/2012/07/23/emerging-voices-stefanos-zenios-and-lyn-denend-on-low-cost-healthcare-innovations/,"On the Council on Foreign Relations' development blog, the Stanford GSB's Stefanos Zenios and Lyn Denend explore the challenges of bringing high-quality health care to developing economies.",
74646,Not a Two-bit Problem,1,admin,923788800,11,4,1999,1345021439,1345029196,No,Yes,San Francisco Examiner,jjost,,,,,,,,,http://www.sfgate.com/default/article/Not-a-two-bit-problem-3088597.php,,
72441,Pioneer Payoff,1,admin,924048000,14,4,1999,1345021044,1345029450,No,Yes,CNN,haim,,,,,,,,,http://www.cnn.com/TECH/computing/9904/14/pioneer.ent.idg/index.html,,
72496,Stanford Picks Alum to Run Its B-School,1,admin,924134400,15,4,1999,1345021058,1345029450,No,Yes,BusinessWeek,rjoss,,,,,,,,,http://www.businessweek.com/bwdaily/dnflash/apr1999/nf90415b.htm,,
74236,Where Joblessness is a Way of Making a Living,1,admin,926208000,9,5,1999,1345021394,1345029233,No,Yes,New York Times,jwolfers,,,,,,,,,http://www.nytimes.com/1999/05/09/weekinreview/the-nation-where-joblessness-is-a-way-of-making-a-living.html,,
72571,"Peeved by Queues, Manufacturing Experts Line Up Solutions to the Waiting Game",1,admin,927072000,19,5,1999,1345021073,1345029450,No,Yes,Stanford Report,jpatell,,,,,,,,,http://news-service.stanford.edu/news/1999/may19/variable-519.html,,
74806,These Are Your Father's Muni Guys: Industry Shows Its Age,1,admin,928195200,1,6,1999,1345021468,1345029196,No,Yes,The Bond Buyer,jhorne,,,,,,,,,http://www.highbeam.com/doc/1G1-54762667.html,,
74251,A Shocking Error,1,admin,928368000,3,6,1999,1345021395,1345029233,No,Yes,The Economist,jwolfers,,,,,,,,,http://www.economist.com/node/322372,,
71866,"CEOs, Options, and Happy Talk",1,admin,932256000,18,7,1999,1345020934,1345029491,No,Yes,BusinessWeek,fkasznik,,,,,,,,,http://www.businessweek.com/stories/1999-07-18/the-power-of-power-couples,,
72431,Business QuickStudy: Net Present Value (NPV) and Cost of Capital,1,admin,932947200,26,7,1999,1345021042,1345029450,No,Yes,Computerworld,haim,,,,,,,,,http://webspace.webring.com/people/tr/royston76/method/m33.htm,,
71856,"Executives Time Key Announcements to Maximize Stock-Option Values, Study Finds",1,admin,934329600,11,8,1999,1345020933,1345029491,No,Yes,Stanford Report,fkasznik,,,,,,,,,http://news-service.stanford.edu/news/1999/august11/stockoptions-728.html,,
72861,Real Campaign Finance Reform,1,admin,934675200,15,8,1999,1345021116,1345029356,No,Yes,New York Times,jbulow,,,,,,,,,http://www.nytimes.com/1999/08/15/magazine/l-real-campaign-finance-reform-975834.html,,
72396,Ideas.com: How to Get Smarter,1,admin,936057600,31,8,1999,1345021034,1345029450,No,Yes,Fast Company,haim,,,,,,,,,http://www.fastcompany.com/37955/ideascom,,
75111,Computers and Wages,1,admin,936835200,9,9,1999,1345021500,1345029196,No,Yes,The Economist,tbres,,,,,,,,,http://www.economist.com/node/238761,,
72501,Wells Fargo & Co. Names Robert L. Joss to Board of Directors,1,admin,938476800,28,9,1999,1345021059,1345029450,No,Yes,Wells Fargo Press Release,rjoss,,,,,,,,,https://www.wellsfargo.com/press/joss19990928,,
73791,Failed at Your Last Job? Wonderful! You're Hired,1,admin,939168000,6,10,1999,1345021302,1345029274,No,Yes,New York Times,grous,,,,,,,,,http://www.nytimes.com/1999/10/06/business/management-failed-at-your-last-job-wonderful-you-re-hired.html,,
73336,HMO Love Affair Over?,1,admin,940377600,20,10,1999,1345021213,1345029313,No,Yes,USA Today,enthoven,,,,,,,,,http://mail.consumerwatchdog.org/healthcare/nw/nw000132.php3,,
72321,"At Business Schools, Students Learn to Mine Data on Consumer Behavior",1,admin,941760000,5,11,1999,1345021018,1345029450,No,Yes,Chronicle for Higher Education,haim,,,,,,,,,https://chronicle.com/article/At-Business-Schools-Students/10627/,,
72306,Work in Progress: Four IT Pundits Speculate What the Future Holds for the Working World,1,admin,947462400,10,1,2000,1345021015,1345029450,No,Yes,Computerworld,haim,,,,,,,,,http://www.computerworld.com.au/article/89985/work_progress/,,
72261,A New Net Craze Is on the Way,1,admin,948153600,18,1,2000,1345021005,1345029450,No,Yes,The Philadelphia Inquirer,haim,,,,,,,,,http://articles.philly.com/2000-01-18/business/25598101_1_internet-capital-group-business-to-consumer-market-stock-market,,
74856,The New Intel,1,admin,952905600,13,3,2000,1345021474,1345029196,No,Yes,Bloomberg Businessweek,profrab,,,,,,,,,http://www.businessweek.com/2000/00_11/b3672001.htm,,
72256,MBA-IT Cross-Training at the University Level,1,admin,953510400,20,3,2000,1345021004,1345029450,No,Yes,InformationWeek,haim,,,,,,,,,http://business.highbeam.com/137376/article-1G1-60305599/mba-crosstraining-university-level,,
75011,Weblining: The Panic Over Hiring,1,admin,954720000,3,4,2000,1345021492,1345029196,No,Yes,Bloomberg Businessweek,bobsut,,,,,,,,,http://www.businessweek.com/2000/00_14/b3675017.htm,,
72236,A Monopoly Game with New Rules,1,admin,954892800,5,4,2000,1345021000,1345029450,No,Yes,The Christian Science Monitor,haim,,,,,,,,,http://www.csmonitor.com/2000/0405/p1s1.html,,
74721,Negotiating by e-Mail,1,admin,954979200,6,4,2000,1345021453,1345029196,No,Yes,The Economist,fmorris,,,,,,,,,http://www.economist.com/node/300384,,
72591,diCarta Expands Board of Directors to Include Renowned Expert on Revenue Recognition Compliance,1,admin,955411200,11,4,2000,1345021075,1345029450,No,Yes,Business Wire,fbarth,,,,,,,,,http://www.thefreelibrary.com/diCarta+Expands+Board+of+Directors+to+Include+Renowned+Expert+On...-a061427421,,
72246,Dot Com Companies,1,admin,955584000,13,4,2000,1345021002,1345029450,No,Yes,"Morning Edition, National Public Radio audio",haim,,,,,,,,,http://www.npr.org/templates/story/story.php?storyId=1072870,,
73421,Market Free Fall Painful to the Bay Area,1,admin,955843200,16,4,2000,1345021223,1345029313,No,Yes,San Francisco Examiner,gparker,,,,,,,,,http://www.sfgate.com/cgi-bin/article.cgi?file=/examiner/archive/2000/04/16/NEWS2307.dtl,,
74676,Six Faculty from Stanford to Join Academy of Arts and Sciences,1,admin,957225600,2,5,2000,1345021446,1345029196,No,Yes,Stanford News Service,promer,,,,,,,,,http://news.stanford.edu/pr/00/aaas.html,,
72201,Many IT Bigwigs Coming to Seoul,1,admin,960163200,5,6,2000,1345020993,1345029450,No,Yes,The Korea Herald,haim,,,,,,,,,http://www.linuxtoday.com/infrastructure/2000060500120NWCY,,
73316,Group Seeks to Counteract Drugmakers,1,admin,962323200,30,6,2000,1345021209,1345029313,No,Yes,New York Times,enthoven,,,,,,,,,http://www.nytimes.com/2000/06/30/business/group-seeks-to-counteract-drugmakers.html,,
72601,Accountant Discovers Efforts Don't Add Up,1,admin,962496000,2,7,2000,1345021076,1345029450,No,Yes,Los Angeles Times,fbarth,,,,,,,,,http://articles.latimes.com/2000/jul/02/business/fi-46926,,
74801,Inflation Signals Are Mixed: Retail Sales Climb Higher than Expected,1,admin,963619200,15,7,2000,1345021468,1345029196,No,Yes,San Francisco Chronicle,jhorne,,,,,,,,,http://www.sfchronicle.com/business/article/Inflation-Signals-Are-Mixed-Retail-sales-climb-2713619.php,,
71926,Old Girls Network Helps Bring Young Women into Technology Jobs,1,admin,964915200,30,7,2000,1345020946,1345029491,No,Yes,Washington Post,"baron, hannan",,,,,,,,,http://www.washingtonpost.com/wp-dyn/articles/A1474-2000Jul29.html,,
74731,3-2-1 Contact,1,admin,965001600,31,7,2000,1345021455,1345029196,No,Yes,Entrepreneur,fmorris,,,,,,,,,http://www.entrepreneur.com/article/30246,,
73886,A Crack in the Ice,1,admin,966816000,21,8,2000,1345021322,1345029274,No,Yes,"Uncommon Knowledge, PBS",gshultz,,,,,,,,,http://www.hoover.org/multimedia/uncommon-knowledge/27110,,
73821,"And Now, the Just-in-Time Employee",1,admin,967420800,28,8,2000,1345021309,1345029274,No,Yes,Bloomberg Businessweek,baron,,,,,,,,,http://www.businessweek.com/2000/00_35/b3696044.htm,,
71746,Custom-Designing the Global Corporation,1,admin,967420800,28,8,2000,1345020913,1345029491,No,Yes,BusinessWeek,jroberts,,,,,,,,,http://www.businessweek.com/2000/00_35/b3696036.htm,,
73826,The Creative Economy,1,admin,967420800,28,8,2000,1345021309,1345029274,No,Yes,Bloomberg Businessweek,baron,,,,,,,,,http://www.businessweek.com/2000/00_35/b3696002.htm,,
72356,Web-Smart 50: Dell's Second Web Revolution,1,admin,969148800,17,9,2000,1345021025,1345029450,No,Yes,BusinessWeek,haim,,,,,,,,,http://www.businessweek.com/stories/2000-09-17/dells-second-web-revolution,,
73786,Heroes of Small Business,1,admin,973036800,1,11,2000,1345021301,1345029274,No,Yes,Fortune,grous,,,,,,,,,http://money.cnn.com/magazines/fsb/fsb_archive/2000/11/01/291521/index.htm,,
74736,A Survey of E-management: Talking to Each Other,1,admin,973728000,9,11,2000,1345021456,1345029196,No,Yes,The Economist,fmorris,,,,,,,,,http://www.economist.com/node/417008,,
71526,A Survey of E-management: The Shape of the New E-company,1,admin,973728000,9,11,2000,1345020871,1345029595,No,Yes,The Economist,saloner,,,,,,,,,http://www.economist.com/node/417083,,
72511,Management: American Accents in Australian Executive Suites,1,admin,974246400,15,11,2000,1345021061,1345029450,No,Yes,New York Times,rjoss,,,,,,,,,http://www.nytimes.com/2000/11/15/business/management-american-accents-in-australian-executive-suites.html,,
73476,Philanthropist Encourages Wealthy to Help United Way,1,admin,976233600,8,12,2000,1345021233,1345029313,No,Yes,San Francisco Chronicle,wmeehan,,,,,,,,,http://www.sfgate.com/bayarea/article/Philanthropist-Encourages-Wealthy-to-Help-United-3236299.php,,
74691,Professor Romer Goes to Washington,1,admin,980380800,25,1,2001,1345021448,1345029196,No,Yes,Wall Street Journal,promer,,,,,,,,,http://online.wsj.com/news/articles/SB980390394279114744,,
71986,"The Workplace, It's All the Rage",1,admin,980899200,31,1,2001,1345020954,1345029491,No,Yes,Philadelphia Daily News,ltiedens,,,,,,,,,http://dailynews.philly.com/content/daily_news/2001/01/31/features/POLA31.htm,,
71756,"Business School Announces New Endowed Chairs, Faculty to Fill Them",1,admin,984528000,14,3,2001,1345020915,1345029491,No,Yes,Stanford Report,"gcarroll, fmcnich, jroberts, haim",,,,,,,,,http://news.stanford.edu/news/2001/march14/gsbchairs-314.html,,
74551,"More Trade, More Nations",1,admin,984873600,18,3,2001,1345021423,1345029233,No,Yes,Bloomberg Businessweek,wacziarg,,,,,,,,,http://www.businessweek.com/magazine/content/01_12/c3724041.htm,,
74576,McCain-Feingold Ban on Soft Money,1,admin,984960000,19,3,2001,1345021425,1345029233,No,Yes,"Marketplace, National Public Radio",wacziarg,,,,,,,,,http://marketplace.publicradio.org/shows/2001/03/19_mpp.html,,
73851,iMahal Interview Series,1,admin,988934400,4,5,2001,1345021314,1345029274,No,Yes,iMahal,jmartin,,,,,,,,,http://www.imahal.com/interviews/martin_05_01/,,
72281,25 Leaders for a Dangerous Time,1,admin,989712000,13,5,2001,1345021009,1345029450,No,Yes,Bloomberg Businessweek,haim,,,,,,,,,http://www.businessweek.com/magazine/content/01_20/b3732602.htm,,
74076,University Treading Carefully as It Considers Approaches to Distance Learning,1,admin,989971200,16,5,2001,1345021364,1345029274,No,Yes,Stanford Report,dbrady,,,,,,,,,http://news.stanford.edu/news/2001/may16/distance-516.html,,
73836,Duet: The Professor and the Practitioner,1,admin,991008000,28,5,2001,1345021312,1345029274,No,Yes,Forbes,baron,,,,,,,,,http://www.forbes.com/asap/2001/0528/057.html,,
74096,Stanford Professors Elected to Prestigious Society,1,admin,991094400,29,5,2001,1345021368,1345029274,No,Yes,San Francisco Chronicle,march,,,,,,,,,http://www.sfchronicle.com/education/article/STANFORD-professors-elected-to-prestigious-2915802.php,,
72981,"Memo to 'Alpha' Company Leaders: If You Want to Leave a Lasting Monument, Better Be More Beta-like",1,admin,992217600,11,6,2001,1345021140,1345029356,No,Yes,Stanford Report,porras,,,,,,,,,http://news.stanford.edu/pr/01/beta613.html,,
73026,Analysts Got It Way Wrong in 2000. Study Shows Wall Street Research Suffered Disaster,1,admin,992563200,15,6,2001,1345021148,1345029356,No,Yes,CBS Market Watch,fmcnich,,,,,,,,,http://www.siliconinvestor.com/readreplies.aspx?msgid=15950397,,
73416,Dot-com Dreams Elude New MBAs. Mainstay Firms Back to Recruit at Stanford,1,admin,992736000,17,6,2001,1345021223,1345029313,No,Yes,San Francisco Chronicle,"gparker, grous, chollowa",,,,,,,,,http://www.sfgate.com/cgi-bin/article.cgi?file=/c/a/2001/06/17/MNL72400.DTL,,
74716,New View of Cultural Knowledge Can Change Business Focus,1,admin,993427200,25,6,2001,1345021453,1345029196,No,Yes,Hispanic Business News,fmorris,,,,,,,,,http://www.hispanicbusiness.com/2001/6/25/new_view_of_cultural_knowledge_can.htm,,
75131,News Analysis: Judging a Moving Target,1,admin,993772800,29,6,2001,1345021502,1345029196,No,Yes,New York Times,tbres,,,,,,,,,http://www.nytimes.com/2001/06/29/technology/29ANAL.html,,
72586,diCarta Hosts Web Seminar on Revenue Management Best Practices for Strategic Advantage,1,admin,994032000,2,7,2001,1345021075,1345029450,No,Yes,Business Wire,fbarth,,,,,,,,,http://www.bizwiz.com/bizwizwire/pressrelease/2008/8484swj4x488sj8je84.htm,,
73021,Wall Steet’s Other Analyst Flap,1,admin,995846400,23,7,2001,1345021147,1345029356,No,Yes,InvestmentNews,fmcnich,,,,,,,,,http://www.investmentnews.com/article/20010723/SUB/107230710,,
73276,Stanford Health Policy Experts Offer New Health Insurance Proposal,1,admin,996019200,25,7,2001,1345021202,1345029313,No,Yes,Stanford Report,enthoven,,,,,,,,,http://news-service.stanford.edu/news/2001/july25/uninsured-725.html,,
72041,Donor Pool Might Shorten Wait for Kidneys,1,admin,998092800,18,8,2001,1345020962,1345029491,No,Yes,HealthDay,stefzen,,,,,,,,,http://consumer.healthday.com/diseases-and-conditions-information-37/misc-kidney-problem-news-432/donor-pool-might-shorten-wait-for-kidneys-400753.html,,
73046,Lobbyists Tied to Microsoft Wrote Citizens' Letters,1,admin,998524800,23,8,2001,1345021150,1345029356,No,Yes,Los Angeles Times,dbaron,,,,,,,,,http://articles.latimes.com/2001/aug/23/news/mn-37472,,
72116,Web Sites That Work,1,admin,998611200,24,8,2001,1345020977,1345029491,No,Yes,InformationWeek,haim,,,,,,,,,http://www.informationweek.com/thisweek/story/IWK20010824S0030,,
72266,Siebel's Silicon Seer,1,admin,998784000,26,8,2001,1345021006,1345029450,No,Yes,Bloomberg Businessweek,haim,,,,,,,,,http://www.businessweek.com/magazine/content/01_35/b3746629.htm,,
71581,Eliminating Sales Quotas May Stimulate Profits,1,admin,999302400,1,9,2001,1345020883,1345029595,No,Yes,Stanford GSB News,hnair,,,,,,,,,http://www.gsb.stanford.edu/news/research/Nair_sales.html,,
73946,Nobel Laureates to Speak at Daylong Public Symposium,1,admin,999648000,5,9,2001,1345021334,1345029274,No,Yes,Stanford Report,wfsharpe,,,,,,,,,http://news.stanford.edu/news/2001/september5/nobelsymposium-95.html,,
73181,Summer Workshop Provides Success Strategies for Future Professors,1,admin,999648000,5,9,2001,1345021179,1345029313,No,Yes,Stanford Report,mikehar,,,,,,,,,http://news.stanford.edu/news/2001/september5/tacitknowledge-95.html,,
73891,Enemy at the Gates,1,admin,1001376000,25,9,2001,1345021323,1345029274,No,Yes,"Uncommon Knowledge, PBS",gshultz,,,,,,,,,http://www.hoover.org/multimedia/uncommon-knowledge/27069,,
73471,The New Netrepreneurs,1,admin,1001808000,30,9,2001,1345021231,1345029313,No,Yes,Bloomberg Businessweek,gfoster,,,,,,,,,http://www.businessweek.com/magazine/content/01_40/b3751601.htm,,
72786,The Best Business Books of the Millennium,1,admin,1001894400,1,10,2001,1345021100,1345029356,No,Yes,Strategy+Business Magazine,coreilly,,,,,,,,,http://www.strategy-business.com/article/14716,,
71556,The New Meaning of New Economy,1,admin,1002499200,8,10,2001,1345020876,1345029595,No,Yes,New York Times,saloner,,,,,,,,,http://www.nytimes.com/2001/10/08/technology/ebusiness/08NECO.html,,
74916,The 2001 Sveriges Riksbank (Bank of Sweden) Prize in Economic Sciences in Memory of Alfred Nobel,1,admin,1002672000,10,10,2001,1345021480,1345029196,No,Yes,The Nobel Foundation Press,mspence,,,,,,,,,http://www.nobel.se/economics/laureates/2001/press.html,,
74921,Canada's Nobel Winner Still Dreams of Internet Riches,1,admin,1003017600,14,10,2001,1345021481,1345029196,No,Yes,Salt Spring News,mspence,,,,,,,,,http://saltspringnews.com/?ssnews_post=canadas-nobel-winner-still-dreams-of-internet-riches,,
72551,Stanford Looks Ahead,1,admin,1003449600,19,10,2001,1345021068,1345029450,No,Yes,Bloomberg Businessweek,rjoss,,,,,,,,,http://www.businessweek.com/mediacenter/ram/bschools/rjoss101901.htm,,
73951,PowerMarket Announces Expert Advisory Board,1,admin,1004400000,30,10,2001,1345021335,1345029274,No,Yes,Business Wire,wfsharpe,,,,,,,,,"http://www.thefreelibrary.com/PowerMarket+Announces+Expert+Advisory+Board%3B+Nobel+Laureate,+Noted...-a079567007",,
72781,Search for Corporate Scapegoats Often Ends at the Top,1,admin,1004486400,31,10,2001,1345021099,1345029356,No,Yes,Washington Post,coreilly,,,,,,,,,http://tinyurl.com/c6b9k3k,,
73306,Fewer Choices for Workers on Benefits,1,admin,1005264000,9,11,2001,1345021208,1345029313,No,Yes,New York Times,enthoven,,,,,,,,,http://www.nytimes.com/2001/11/09/business/fewer-choices-for-workers-on-benefits.html,,
72931,Hewlett and Packard Sons Oppose Company's Merger,1,admin,1005264000,9,11,2001,1345021131,1345029356,No,Yes,Palo Alto Weekly,porras,,,,,,,,,http://www.paloaltoonline.com/weekly/morgue/2001/2001_11_09.hpdeal.html,,
74671,Post-Scarcity Prophet,1,admin,1007164800,1,12,2001,1345021445,1345029196,No,Yes,Reaon Online,promer,,,,,,,,,http://www.reason.com/0112/fe.rb.post.shtml,,
72796,"At Enron, the Fall Came Quickly",1,admin,1007251200,2,12,2001,1345021102,1345029356,No,Yes,Washington Post,coreilly,,,,,,,,,http://tinyurl.com/cqw7err,,
73301,"Aetna Plans to Cut 6,000 More Jobs",1,admin,1008288000,14,12,2001,1345021207,1345029313,No,Yes,Los Angeles Times,enthoven,,,,,,,,,http://articles.latimes.com/2001/dec/14/business/fi-14665,,
73841,Always in the Job Market,1,admin,1008288000,14,12,2001,1345021312,1345029274,No,Yes,Los Angeles Times,baron,,,,,,,,,http://www.latimes.com/technology/la-000072826sep09.story,,
74686,Can Universities Be Bribed to Train More Scientists?,1,admin,1008892800,21,12,2001,1345021447,1345029196,No,Yes,Science Magazine,promer,,,,,,,,,http://www.sciencemag.org/content/294/5551/2466.full?sid=25cdd5d2-0c9f-4e0a-879c-afc465ff789b,,
75036,Fresh Start 2002: Weird Ideas That Work,1,admin,1009756800,31,12,2001,1345021494,1345029196,No,Yes,Fast Company,bobsut,,,,,,,,,http://www.fastcompany.com/magazine/54/sutton.html,,
74201,Coverage of Bali Tragedy Shows How Australia Misses the Bus in America,1,admin,1009843200,1,1,2002,1345021391,1345029233,No,Yes,Sydney Morning Herald,jwolfers,,,,,,,,,http://www.smh.com.au/articles/2002/10/31/1036026977562.html,,
74206,"To Banish Hatred, We Must Understand It",1,admin,1010707200,11,1,2002,1345021391,1345029233,No,Yes,Australian Financial Review,jwolfers,,,,,,,,,http://users.nber.org/~jwolfers/Press/Economics%20of%20Hate%20(AFRonline).pdf,,
75061,Innovation Motivation: Unusual Approaches to Keeping the Creative,1,admin,1011484800,20,1,2002,1345021496,1345029196,No,Yes,San Francisco Chronicle,bobsut,,,,,,,,,http://www.sfgate.com/cgi-bin/article.cgi?file=/chronicle/archive/2002/01/20/AW237024.DTL,,
74571,Bush May Be on Right Trade Track,1,admin,1011571200,21,1,2002,1345021425,1345029233,No,Yes,San Francisco Chronicle,wacziarg,,,,,,,,,http://www.sfgate.com/cgi-bin/article.cgi?file=/chronicle/archive/2002/01/21/BU48210.DTL,,
73286,Group Promotes Its Health Agenda,1,admin,1011657600,22,1,2002,1345021204,1345029313,No,Yes,Los Angeles Times,enthoven,,,,,,,,,http://articles.latimes.com/2002/jan/22/business/fi-leap22,,
72556,How to Make a Leader,1,admin,1012176000,28,1,2002,1345021069,1345029450,No,Yes,The Economist,rjoss,,,,,,,,,http://www.economist.com/node/963468,,
72531,"Rethinking, Even at the Top",1,admin,1012176000,28,1,2002,1345021065,1345029450,No,Yes,The Economist,rjoss,,,,,,,,,http://www.economist.com/globalExecutive/education/executive/displayStory.cfm?story_id=938767,,
73486,An Innovative Way to Borrow Started at Enron,1,admin,1012262400,29,1,2002,1345021234,1345029313,No,Yes,New York Times,duffie,,,,,,,,,http://www.nytimes.com/2002/01/29/business/29PLAC.html,,
75066,Look at It Another Way,1,admin,1014681600,26,2,2002,1345021496,1345029196,No,Yes,Financial Times,bobsut,,,,,,,,,http://specials.ft.com/creativebusiness/feb262002/FT32RU6H4YC.html,,
75016,2002 Harvard Business Review List: Break Through Ideas for Today's Business Agenda,1,admin,1014940800,1,3,2002,1345021492,1345029196,No,Yes,Harvard Business Review,bobsut,,,,,,,,,http://hbr.org/2002/03/breakthrough-ideas-for-todays-business-agenda/ar/1,,
72751,Letting the Air Out of Celebrity Leaders,1,admin,1014940800,1,3,2002,1345021094,1345029356,No,Yes,Business 2.0,coreilly,,,,,,,,,http://tinyurl.com/czsmhwg,,
74791,Steep Drop in Triple-A Ratings,1,admin,1015027200,2,3,2002,1345021467,1345029196,No,Yes,San Francisco Chronicle,jhorne,,,,,,,,,http://www.sfchronicle.com/business/networth/article/Steep-drop-in-Triple-A-ratings-2867741.php,,
72756,Can HP Break the Curse of the High-Tech Merger?,1,admin,1016409600,18,3,2002,1345021095,1345029356,No,Yes,Reuters News,coreilly,,,,,,,,,http://tinyurl.com/cl29bec,,
