237,Triangular Factorization and Generalized Upper Bounding Techniques,"A compact inverse method is developed for linear programming problems having block triangular or sparse constraint matrices. Special cases of the method are, for example, the generalized upper bounding technique  and its extensions. For these methods we show how a triangular factorization can be used for the working basis and block bases. In this case (and  even if the constraint matrix has no special structure) our method becomes a variation of the revised simplex method using a single triangular factorization of the basis. However, the updating procedure of the triangular factors   differs from existing ones in a way that implies that certain  structures are exploited   naturally.",1975,eporteus,Markku,Kallio
238,A Class of Methods for Linear Programming,"A class of methods is presented for solving standard linear programing problems. Like the simplex method, these methods  move from one feasible solution to another at each iteration,  improving the objective function as they go. Each such feasible solution is also associated with a basis. However, this feasible solution need not be an extreme point and the basic solution corresponding to the associated basis need not be feasible. Nevertheless, an optimal solution, if one exists, is found in a finite number of   iterations. The nonbasic variables must be ordered in the methods of our class. Except for this characteristic, the simplex method [2] and the reduced gradient method [4] belong to   this class.",1975,eporteus,Markku,Kallio
241,Self-Insight into the Cognitive Processing of Financial Information,Abstract not available.,1976,,William,Wright
242,A Framework for Analyzing the Ethics of Social Interventions,"Investigators and practitioners of human behavior change must be more concerned with the ethical ramifications of their work.  The recently changed HFM guidelines for the protection of human subjects highlight the   necessity for the development of improved methods of identifying the ethical considerations in human behavior change research. In this paper, a framework, based on decision theory, is  proposed as a means of   anticipating and dealing with the ethical issues inherent in any change activity Three sets of actors (researchers, subjects, and concerned others) are identified as relevant  participants in the change   situation. A means for incorporating the viewpoints of each of these actors is developed and examples are  presented to demonstrate applications of the framework.",1975,porras,Charles,Weinberg
243,Optimal Initiation of Bankruptcy Proceedings by Debt Holders,Abstract not available.,1975,jpatell | fwolfson,,
260,"On the Optimality of Structured Policies in Countable Stage Decision Processes, II: Positive and Negative Problems","The analysis of structured countable stage decision processes, initiated in Porteus [10], is continued. The standard models of positive and negative dynamic programming are given in this context, thus extending these results to criteria other than the usual expected  sum of rewards, such as expected utility criteria , certain  stochastic games, risk sensitive Markov decision processes, and maximin criteria. For positive problems, (what are called) unimprovable strategies  are optimal and the optimal value sequence is the least solution of the optimality equations exceeding an obvious lower bound. For negative problems, conserving strategies are optimal and if one strategy  is a one-step improvement on another, then it nets a greater value. (This rules out cycling   in the strategy iteration procedure.) Also, transfinite methods are used to prove that the optimal value sequence  is the greatest solution of the optimality equations less than an  obvious upper bound. We indicate how all these results can be extended to analogues of the   essentially positive, essentially negative,  and convergent cases.",1975,eporteus | kreps,,
261,"On Optimal Dividend, Reinvestment, and Liquidation Policies for the Firm","The liquid asset management problem of a firm with a fixed  business is considered. Two questions are addressed. First, how much, if any, of the firm's liquid assets should be paid to the owners as dividends? Second, if the liquid asset level is negative (resulting from a net   loss in the previous period), should sufficient funds be  raised to pay off the corresponding short term debts, or should the benefit of   limited liability be applied by liquidating the firm (declaring  it bankrupt)? These questions   are addressed in a multiperiod  environment under uncertainty. The owners seek to maximize the present expected value of the   after tax returns from dividends less funds invested over the   lifetime of the firm. Since the owners must pay income  taxes on dividends they receive but cannot deduct the expenses of paying off short term debts when needed, they have an   incentive to have the firm   retain some liquid assets as a hedge against having to raise funds to pay off such short term debts. The form of the optimal policy in the general case is found to be surprisingly complex. A numerical example  is used to illustrate the possible complexities. The main thrust of the paper is the presentation of three sets of conditions which are sufficient  to prove that there exists an optimal policy with a certain   intuitively pleasing and simple form. The paper paves the way   to further study of the relevance of the capital structure of a firm.",1976,eporteus,,
277,The Valuation of Options for Alternative Stochastic Processes,"This paper examines the structure of option valuation problems and develops a new technique for their solution. It also introduces several jump and   diffusion processes which have not been used in previous models.  The technique is applied to these processes to find explicit option valuation formulas,  and solutions to some previously unsolved problems involving the pricing of securities with payouts and potential bankruptcy.",1975,,Stephen | John,Ross | Cox
310,Independence and Calibration in Decision Analysis,"An individual is said to be   potentially miscalibrated if he is not sure whether his future subjective probability assessments will agree with observed frequency. Alternately, the individual is said to be uncertain about his own calibration. It is argued that such a person will never perceive any two events as (probabilistica1ly) independent,  in the same sense that an ignorant person does not perceive  events as certain. Uncertainty about one's own calibration does not prevent rational behavior  in the decision theoretic sense, but it may make much more difficult the process of   translating decision theoretic  principles into practical procedures for analysis of real decision problems.",1976,mikehar,,
314,Type Z Organization: A Better Match for a Mobile Society,"Aspects of the ""ideal types"" of American (Type A)and Japanese (Type J) forms of organization are compared and related to their socio-cultural roots.  A hybrid organizational ""ideal type"" (Type Z) which  is particularly appropriate for many situations in today's changing American society is presented.",1977,,William | Alfred,Ouchi | Jaeger
316,The Impact of Organization Development,"Little systematic evidence exists on the overall effects of  Organization Development (OD). Thirty-five empirical studies  assessing the impact of OD activities provide the basis for analysis. The impact of OD is assessed using a typology derived from research variables reported in the literature. In addition, an analysis which  examines the differential impact of unique classes of interventions is presented.  ",1977,porras,P.O.,Berg
321,Temporal Resolution of Uncertainty and Dynamic Choice Theory,"We consider dynamic choice behavior under conditions of uncertainty, with emphasis on the timing of the resolution of uncertainty. Choice behavior in which an individual distinguishes between lotteries based on the times at which their uncertainty resolves is axiomatized and represented,  thus the result is choice behavior which cannot be represented by a single  cardinal utility function on the vector of payoffs. Both descriptive and normative treatments of the problem are given and are shown to be equivalent. Various specializations are provided, including an extension of ""separable"" utility and representation by a single cardinal utility function.",1976,eporteus | kreps,,
322,Dynamic Choice Theory and Dynamic Programming,"Finite horizon sequential decision problems with a ""temporal vonNeumann-Morgenstern utility"" criterion   are analyzed. This criterion, as developed in [7], is a generalization of vonNeumann-Morgenstern (expected) utility of  the vector of rewards, wherein an individual's preferences concerning the timing of the   resolution of uncertainty are taken into account. The preference theory underlying this criterion is reviewed and then extended in natural fashion  to yield preferences for   strategies in sequential decision problems. The main  result is that value functions for sequential decision problems can be defined by a dynamic programming recursion using the functions which represent the  original preferences, and these value functions represent the preferences defined on   strategies. This permits citation of standard results from the  dynamic programming literature, concerning the existence of (memoryless) strategies which are optimal with respect to the given preference relation.",1977,eporteus | kreps,,
335,Arts Plan. A Model Based System for Use in Planning a Performing Arts Series,"This paper is concerned with the application of marketing and management science to some of the problems involved in managing a series of performing arts presentations. Although some of the decisions are  argely ""artistic"" and not subject to formal analytic procedures, many other decisions can be aided by model-based procedures. This paper describes  some of the analytic procedures which are being used by the management of one performing arts series.  The starting point for ARTS PLAN is dummy variable regression analysis of historical data which leads to a prediction of attendance at future  performances. This prediction can be overridden by the manager if he or she disagrees with the forecast. The forecast is then embedded in an inter-active model which can be used for planning a season or for deciding which events to promote in a season already planned.",1977,,Charles | Kenneth,Weinberg | Shachmut
336,Evaluation Methodology in Organization Development:_x000B_An Analysis and Critique,"The purpose of this analysis is to present a detailed overview of the current state of evaluation methodology in Organization Development. A detailed search procedure yielded thirty-five empirical studies in the OD field for the period 1959 to mid-1975. Each study was analyzed according to (1) research design; (2) data collection procedures; (3) subject characteristics; (4) treatment dimensions; and (5) data analysis approaches. Findings show that the overall quality of OD research methodology was spotty. Research designs were relatively strong with a large percentage of investigators using quasi-experimental designs. An excessive reliance on questionnaires as the sole data collection approach exists. Only a small percent of studies report using other quantified approaches. Most studies were conducted in one organization or in situations where the N's for units of analysis larger than the individual were small (< 10). The heavy use of laboratory training intervention techniques was noted, although a strong shift from process to task orientation has occurred in recent years. Over 75% of the studies reported the use of statistical tests of significance. Although data analysis procedures are becoming more sophisticated, the vast majority of studies used very simple analytical techniques. Based on this analysis, a series of suggestions for improvement of methodological approaches to OD research is presented.",1977,porras,P.O.,Berg
338,Decomposition of Arborescent Linear Programs,"We apply what we call sequential projection to reformulate certain linear programs as recursive optimization problems. We then apply the standard idea of approximating_x000B_the return function at each stage of the recursion by using inner (or outer) linearization, and iteratively refining the approximation until the original linear program has been 'solved. The contribution of the paper lies in its unification of existing decomposition approaches and in_x000B_showing that they can be generalized to apply to what we call arborescent linear programs._x000B_",1976,eporteus,Markku,Kallio
339,Short-Term Forecasting and_x000B_Seasonal Adjustment,Abstract not available.,1976,,Charles,Plosser
342,Exploring Territorial Differences in the Relationship Between Marketing Variables,"The parameters of a market share response function are estimated by using time series data separately for several sales territories. In a second stage an attempt is made to explain territorial differences in parameter estimates. It appears that for the brand under study , advertising may serve to increase the price sensitivity._x000B_",1976,,Dick,Wittink
364,Sequential Decision Problems With Expected Utility Criteria. III: Upper And Lower Transience,"This paper concerns sequential decision problems with expected utility criteria. A class of such problems, which combines and extends the standard cases of transient, positive and negative dynamic programming, is proposed and analyzed. The principal results are characterizations of when conserving and unimprovable strategies are optimal.",1977,kreps,,
375,Cognitive Information Processing Biases: Implications for Producers and Users of Financial Information,"The emerging information-processing and decision-making literature indicates that individuals use heuristic procedures that simplify cognitive processing requirements. Judgments (particularly subjective probabilities) are based on limited processing of a proper subset of the available evidence. Tasks potentially calling for complex analysis are  reduced to heuristic procedures and efficient information processing may result: these heuristics can however produce systematic biases and  costly errors in judgement.  People also exhibit cognitive biases that systematically affect  judgments of statistical properties of random variables. The biases appear to be cognitive in nature and therefore are not due entirely to  emotional, motivational, or cost-of-processing considerations. For some cognitive biases, a possible explanation has been suggested in the context  of an heuristic processing procedure. The objective of this paper is to analyze and synthesize the currently  available research on cognitive heuristics and information-processing biases from the perspective of research and actual financial decision  situations. Important implications for users and designers of information systems will be discussed. One generic conclusion from the literature is that individuals appear to be inadequate ""intuitive""  statisticians; a need for formal judgment and decision aids will become clear.",1979,,William,Wright
382,Social Structure and Organizational Type: The Case of the Integrated Organization in an Atomized Society,Abstract not available.,1977,,William | Alfred,Ouchi | Jaeger
384,Behavior of Default-Risk Premiums for Corporate Bonds and Commercial Paper,Abstract not available.,1977,jpatell | fwolfson,,
385,Prices of State-Contingent Claims Implicit in Option Prices,"This paper implements the time-state preference model in a multi-period economy, deriving   the prices of primitive securities from the prices of   call options on aggregate consumption. These prices permit an equilibrium valuation of assets with uncertain payoffs at many future dates. Furthermore, for any given portfolio, the price of a $1 claim received at a future date, if the portfolio's value is between two  given levels at that time, is derived explicitly from a second partial derivative of its call option pricing function. An intertemporal capital asset pricing model is derived for payoffs that are jointly lognormally distributed  with aggregate consumption. It is shown that using the Black-Scholes equation for options on aggregate consumption implies that individuals' preferences aggregate to isoelastic utility.",1978,,Douglas | Robert,Breeden | Litzenberger
386,The Comparative Impact of Different Organization Development Techniques*,Abstract not available.,1977,porras,,
389,Management and Financing of Exploration,Abstract not available.,1977,rwilson,,
392,Strategic Intelligence Systems,Abstract not available.,1977,dbm,Charles,Weinberg
393,The Freedom of Information Act: Opportunities and Threats at the Competitive and Governmental Interfaces,Abstract not available.,1977,dbm,Anne | Charles,Peters | Weinberg
394,S-Shaped Response Functions: Implications for Decision Models,"This paper discusses the implications for analysis and parameter estimation of optimization using S-shaped (convex-concave) response functions. For both unconstrained and constrained optimization and for integer and continuous variables, the portion of the curve below the inflection point often does not have a significant influence on the optimal solution. Consequently, when defining and estimating S-shaped functions, most effort should be devoted to determination of the inflection point and the function's behavior above the inflection point.",1979,,James | Charles,Freeland | Weinberg
399,Organization Development In A Large System: An Empirical Assessment,"This study reports the results of a quasi-experimental field  study measuring the effects of three Organization Development (OD) interventions conducted in a large, geographically dispersed organization.  The OD interventions were designed to improve the climate,  leadership, group process, and overall performance of experimental units through a series of activities aimed at providing a philosophical base for change; building effective team relationships and problem solving skills; and alteration of techno-structural and social variables impeding efficiency of the work unit. A comparison of   results from approximately forty experimental and control sub-units (randomly assigned  to these conditions) provides   the basis for the first part of this analysis. A second comparison was made using those experimental units who had received a relativel  more intense treatment. The findings  show that the effect of the interventions was largely negative on attitudinal and behavioral variables describing organizational and individual processes. The higher intensity treatment condition generally yielded more negative effects,   particularly as perceived by  managers. However, some outcome variables such as self-actualization and several measures of unit performance showed an unexpected improvement  given the negative process changes. Attempts were made to explain this anomalous decoupling of process and outcomes, the differential  effects on managers and subordinates, and the generally negative effects of the interventions.",1979,porras,Alan,Wilkins
403,An Improved Method for Comparing Rank Order Preferences of Two Groups of Consumers,Ryans recently proposed a number of measures that could be used to determine the degree of agreement between sets of preference rankings from two separate groups of consumers. The most satisfactory of these measures required burdensome computations for large data sets. In this paper a much simpler method of calculating the measure is described that makes feasible its computation for large data sets.,1977,seenu,Adrian,Ryans
404,"French Auctions of Common Stock New Issues, 1966-1974",Abstract not available.,1978,jmcdonal,Bertrand | Jacques,Jacquillat | Rolf
405,"Intermittent Production Scheduling: Practical Formulations, Relaxation, and Decomposition Procedures","Intermittent production scheduling encompasses the classical job shop and project scheduling problems. Viewed from the perspective of the researcher, these complex problems require some simplifying assumptions to improve our ability to design scheduling procedures. These simplifying assumptions are in essence constraints on the problem formulation. Viewed from the perspective of the manager, practical formulations may require the relaxation of these constraints. This chapter reports on some research, undertaken by the authors, aimed at extending results obtained with simplified formulations to formulations in which some of the assumptions are relaxed. Assumptions relaxed are: 1) due dates are fixed and must be met; 2) machine capacity is fixed; 3) technological precedence requirements are strictly applied; 4) transportation times and set-up times are negligible; 5) processing times are deterministic; and 6) no new jobs arrive during the scheduling period. Two approaches are pursued. The first relaxes one or two constraints at a time and explores the usefulness of schedules generated using standard single-pass or multi-pass procedures. The second starts with a more general formulation and develops formal decomposition procedures that allow subproblems to be solved using standard procedures.",1977,chollowa,Rosser,Nelson
408,Taxation and the Incidence of Homeownership Across Income Groups,Abstract not available.,1977,,Howard | Robert,Sosin | Litzenberger
410,Elimination of the Double Taxation of Dividends and Corporate Financial Policy,Abstract not available.,1977,jpatell | fwolfson,Robert,Litzenberger
417,Public and Nonprofit Marketing Comes of Age,Abstract not available.,1978,,Charles | Christopher,Weinberg | Lovelock
419,"A Representation Theorem for ""Preference for Flexibility""","This paper concerns individual choice among ""opportunity sets"", sets from which the individual. will later choose a single object. In particular, it concerns preference relations on opportunity sets which satisfy ""preference for  flexibility"", a set is at least as good as all of its subsets, but which may not satisfy ""revealed preference"", the union of two sets may be   strictly preferred to each one taken separately. A representation theorem is given  which ""rationalizes"" such choice behavior as being as if the individual is"" uncertain about future tastes.""",1978,kreps,,
424,Properties of Judgment Models in a Financial Setting,"The purpose of this study is to extend judgment research by investigating properties of information processing models   utilized in a financial  judgment situation. Forty-seven graduate business school students estimated percentage changes in the prices of fifty   securities. An important  element of the research design is the availability of an   objective, readily determinable ""environmental"" processing model. Dimensions of cognitive processing considered here include the accuracy and   reliability of judgments,  linear vs. nonlinear processing, interjudge agreement and self-insight into weighting and combining of information cues. The results are compared with  evidence from other areas of applied psychology. Individual and aggregated (""nominal group"") judgment models were generated. Aggregation models depict  processing representative of the set of subjects and   diversification out of  individual biases and errors is possible.  Statistically significant   levels of judgment accuracy are reported here. Moderate agreement among the subjects was noted and a linear model did  not explain a large percentage of the variance in judgments. A significant degree of self-insight into the relative weighting of cues by subjects is  indicated. The aggregation models outperformed the ""average"" individual  within the respective groups of subjects.",1978,,William,Wright
441,An Adjustment to the Norman-White Approach to Approximating Dynamic Programs,"This note considers an adjustment to the Norman-White  approach of approximating stochastic dynamic programs by using expectations: The expectations are used only in approximating the transition mechanism. The original expected returns are left intact. The adjustment also involves eliminating the policy  improvement step proposed by Norman and White. The approach  appears to work surprisingly well on the examples considered, It may turn out to be a competitive practical approach to approximating solutions to the (s,S) inventory model.",1977,eporteus,,
449,The Association Between Unsystematic Security Returns and the Magnitude of Earnings Forecast Errors,Abstract not available.,1978,fbeaver,William | Roger,Wright | Clarke
454,Marketing Mix Decision Rules For Nonprofit Organizations,"What price should a nonprofit organization charge users and how much effort should the organization devote to developing, delivering and communicating its services to users and to attracting contributions from donors? A review of current practice in these areas illustrates some of  the problems that arise from currently employed decision rules. A formal structuring of the nonprofit organization's marketing mix problem leads to  the determination of optimal decision rules. In many cases, these rules suggest that a nonprofit organization should charge lower prices and devote  more of its resources to marketing than a similarly situated business should.  In addition, the relationship between donations and fund raising expenditures is  estimated empirically for one organization.",1978,,Charles,Weinberg
456,"Effects of Alternate Information Structures in a Decomposed Organization, A Laboratory Experiment","The literature on the decomposition of mathematical programs as models for  organizational design and resource allocation in decentralized organizations  is extensive. Unfortunately there has been little empirical investigation into the problems of applying these decompositions in organizations. This study reports on an experiment with human subjects as decision makers in a simulated decomposed organization. The formulation of the overall coordination and resource allocation problem as a linear program permitted two  forms of decomposition: price-directive and resource-directive. Both schemes can be shown to solve the overall organizational problem but impose different information, communication, and decision making structures upon the   subject decision makers. Results on subject performance for these two schemes are presented and discussed.",1978,,Jeffrey,Moore
458,A Framework for MIS Software Development Projects,This paper questions the tacit assumption that computer software  development is a homogeneous activity across differing tasks. A descriptive framework is proposed which distinguishes software developmental  attributes for MIS from those of other computer software systems. The framework is validated by data from twenty-four firms and the implications of it for management of MIS software development are discussed.,1978,,Jeffrey,Moore
459,Temporal von Neumann-Morgenstern and Induced Preferences,"Induced preference in dynamic contexts, such as preference for uncertain income streams induced from preference for consumption streams, typically does not have an expected utility representation. Earlier resolution of uncertainty is preferred for planning purposes, and the standard von Neumann-  Morgenstern substitution axiom may fail for uncertainty resolving at a  single date. Temporal von Neumann-Morgenstern preference   relations can encompass the   first effect but not the second. We establish necessary and  sufficient conditions for induced preference to be temporal von Neumann-  Morgenstern, and we consider how well induced preference is approximated by temporal von Neumann-Morgenstern preference when those conditions  are not met.",1978,eporteus | kreps,,
470,Toward Typology of Organization Development Research,"OD research is currently in a confused yet rapidly developing state. It is argued here that   this situation exists partly because of a basic confusion as to exactly what constitutes OD research. A definitional  typology is proposed based on the intentions the researcher has for how the findings are to be used. Two primary intentions are identified: (a) use of research results to guide   practice, and (b) use of research  results to develop theory. A typology using these two intentions individually or in combination is developed and discussed.",1979,porras,Nancy,Roberts
471,"Evaluating the Effectiveness of a New Method for Computing Approximately Optimal (s,S) Inventory Policies","A new method, recently proposed by Porteus, for obtaining approximately optimal (s,S) inventory policies was evaluated numerically. When demand was normally distributed, the method performed very well. The  performance was good but diminished somewhat when demand followed a negative binomial   distribution which was approximated by a normal   distribution for purposes of the method. The empirical method of Wagner, O'Hagan, and Lundh  was evaluated concurrently. It   also performed very well. Although its performance was not as good as that of the new method, it required less  computational effort. The question of the extent to which application of one of these approximate methods can provide improved performance in practical  periodic review systems was   raised. A partial answer was obtained by examining  the performance of policies found by using a continuous review model. Both  the new method and the empirical method outperformed these  policies. Such a finding is   consistent with the tests conducted by Wagner, O'Hagan and Lundh.",1978,eporteus,James,Freeland
476,Coordination Strategies for Production and Marketing in a Functionally Decentralized Firm,"This paper analyzes a mathematical model which allows marketing to choose prices and promotion strategies and allows production to choose work force levels, production rates and inventory levels in an autonomous manner. The type and manner of information which must be known in order to find the joint optimum is presented, and an analysis of the effects of using incomplete information on the overall solution is given. An iterative scheme whereby production and marketing discover the correct information is presented. Finally an interactive computer program is given which allows one to gain knowledge about the effects of production and marketing on each other. _x000B_",1979,,James,Freeland
477,Economies of Scope and the Scope of the Enterprise: The Diversification of Petroleum Companies,"This paper explores some comparative institutional considerations which help define the scope of the modern business enterprise. Specifically, an attempt is made to explain why a firm sometimes diversifies -- through acquisition or de novo entry -- into ""related"" product lines. The central hypothesis is that if economies of scope are based on the utilization of common knowhow of a ""system"" or ""firm specific"" kind, then integration yields attractive efficiency properties unavailable to unassisted markets for trading knowhow. This hypothesis is first developed in a general manner and then examined in the context of the petroleum industry's diversification into alternate fuels. Empirical support for the hypothesis is found.",1979,,David,Teece
480,Effects of Name Calling and Small Requests on Receptivity to Direct-Mail Appeals,Abstract not available.,1979,mlray,William,Swinyard
483,Anticipated Information Releases Reflected in Call Option Prices,"This study captures the ex ante information content of a financial reporting event (the annual earnings announcement) by examining the behavior of call option prices on dates leading up to and passing through  the disclosure date. This approach differs from most previous empirical security price research which has been   ex post in nature. The hypothesis  that investors anticipate that the future release of annual earninqs numbers will affect security prices is empirically confirmed. In particular,  systematic changes in variance rates implied by the   Black-Scholes option pricing model are demonstrated.",1978,jpatell | fwolfson,,
487,An Application of the CAPM to Divisional Required Returns,Abstract not available.,1979,jpatell | fwolfson,,
488,Overview of Iterative Methods for Discounted Finite Markov and Semi-Markov Decision Chains,Abstract not available.,1979,eporteus,,
489,The API and the Design of Experiments,Abstract not available.,1979,jpatell,,
490,Toward Strategic Intelligence Systems,"There has been a dramatic increase in the use of strategic planning tools in the past decade. Since the quality of strategic planning will be greatly impacted by the quality of the information inputs, increasing attention should be paid to the systematic development of strategic intelligence systems. Examples are drawn from a field research project on strategic intelligence systems.",1979,dbm,Charles,Weinberg
493,A Comparison Of Capital Structure Decisions Of Regulated And Non-Regulated Firms,Abstract not available.,1979,,Howard | Robert,Sosin | Litzenberger
495,Arbitrage And Equilibrium In Economies With Infinitely Many Commodities,Abstract not available.,1979,kreps,,
496,Multiperiod Securities and the Efficient Allocation of Risk: A Comment on the Black-Scholes Option Pricing Model,Abstract not available.,1979,kreps,,
503,Management as Symbolic Action: The Creation and Maintenance of Organizational Paradigms,Abstract not available.,1979,pfeff,,
509,A Model of Direct and Relations Achieving Styles,Abstract not available.,1979,,Alice | Jean | K. L. | T. J.,Handley-Isaksen | Lipman-Blumen | Patterson | Bies
511,"A Plan for Consumer Information System Development, Implementation and Evaluation","The idea of consumer information systems for local services has not truly been implemented.  Complete implementation in the U.S. could lead to benefits of $100 billion annually.  This paper, based on an NSF-sponsored project at Stanford University, presents a plan for widespread development, implementation and evaluation of such systems.",1979,mlray,Donald,Dunn
522,Relative Deprivation: A Theory of Distributive Injustice for an Era of Shrinking Resources,Abstract not available.,1979,jmartin,,
526,Consumption Risk in Futures Markets,Abstract not available.,1980,,Douglas,Breeden
533,Externalities and Financial Reporting,Abstract not available.,1980,gfoster,,
534,Accounting Policy Decisions and Capital Market Research,"This paper examines methodological problems in measuring the capital market impact of accounting policy decisions. Topics covered include the development of hypotheses about the magnitude and timing of capital market  impacts, sample selection issues in control group designs, and the confounding events problem. Reference is made to capital market studies on a variety  accounting policy decisions. Empirical evidence related to studies on the capital market impact of Statement of Financial Accounting Standards No.19 is  also presented.",1980,gfoster,,
537,Implied Tax Rates and the Valuation of Discount Bonds,Abstract not available.,1980,jpatell | fwolfson,,
543,Stories and Scripts in Organizational Settings,Abstract not available.,1980,jmartin,,
544,On The Design Of Subscription Programs For A Performing Arts Series,"This paper reports results obtained from a conjoint analysis, using a mail questionnaire, of the demand for subscription series to performing arts events. Many performing arts organizations offer substantial discounts to season subscribers. Our finding, however, is that the discount level may not be a very important consideration with respect to season subscription decisions, compared with such factors as seating priority and driving time to the auditorium. The results obtained in the study helped the management of one organization to reach a decision about reducing the size of the discount offered to subscribers. The study uses data collected by mail survey methods to estimate entries for a set of tradeoff matrices. Checks to assess the consistency of these data are developed and implemented. Finally, it is shown that commonly computed derived attribute importance weights need to be adjusted by the number of levels used to define hypothetical objects. That is, it is found that the greater the number of levels, the higher the derived importance weights, while holding constant the attribute variation",1980,,Charles | Imran,Weinberg | Currim
